"real", 1.43
"real", 1.43
"real", 1.68
"real", 1.55
"real", 1.44
"real", 1.68
"real", 1.99
"real", 2.08
"real", 2.44
"real", 1.64
"real", 1.26
"real", 1.61
"real", 1.57
"real", 1.43
"real", 2.24
"real", 2.72
"real", 1.95
"real", 2.48
"real", 3.02
"real", 2.94
"real", 4.89
"real", 3.19
"real", 3.51
"real", 5.13
"real", 3.36
"real", 2.00
"real", 2.80
"real", 2.05
"real", 2.44
"real", 4.72
